"";"party";"content";"target";"stance"
"1584";"nor: Centre Party";"Legge forholdene til rette på mottak slik at asylsøkere kan delta på språk- og arbeidskurs utenfor mottaket.";"integration";"FAVOR"
"1585";"nor: Centre Party";"Sikre en god oppfølging av enslige mindreårige asylsøkere.";"integration";"FAVOR"
"1586";"nor: Centre Party";"Utarbeide en klar, god og tydelig vergerolle for enslige mindreårige asylsøkere.";"integration";"FAVOR"
"1587";"nor: Centre Party";"Styrke det psykiske helsevernet rettet mot asylsøkere";"immigration";"FAVOR"
"1588";"nor: Centre Party";". Tidligere barnesoldater og traumatisert ungdom fra krigssoner må få rask og riktig tilrettelagt hjelp";"immigration";"FAVOR"
"1589";"nor: Centre Party";"Senterpartiet mener at den viktigste forutsetningen for vellykket integrering er at folk kommer i arbeid";"integration";"FAVOR"
"1590";"nor: Centre Party";". I dag er sysselsettingsprosenten for mange innvandrer- og minoritetsgrupper for lav";"integration";"AGAINST"
"1591";"nor: Centre Party";". Nøkkelen til arbeid er for mange både utdanning og språkkunnskaper";"integration";"FAVOR"
"1592";"nor: Centre Party";". Senterpartiet vil derfor vektlegge språkkvalifisering, og målet er å ha en språkopplæring som er tilpasset at folk er i arbeid";"integration";"AGAINST"
"1593";"nor: Centre Party";". Videre vil vi legge vekt på at skolen gir et godt utdanningstilbud til personer med innvandrer- og minoritetsbakgrunn";"integration";"FAVOR"
"1594";"nor: Centre Party";", samtidig som vi fokuserer på tiltak som gjør at flest mulig gjennomfører utdanningen.";"integration";"FAVOR"
"1595";"nor: Centre Party";"Senterpartiet vil ha et særlig fokus på å få folk i meningsfylt aktivitet de fem første årene de er i Norge, for å stimulere til sosial kontakt og utvikling";"integration";"FAVOR"
"1596";"nor: Centre Party";". Derfor går vi blant annet inn for å kutte arbeidsgiveravgiften for flyktninger i de fem første årene de er bosatt i Norge";"integration";"FAVOR"
"1597";"nor: Centre Party";"Frivillige organisasjoner er særs viktige for å få til en god integrering";"integration";"FAVOR"
"1598";"nor: Centre Party";". Gjennom frivillig arbeid og engasjement skapes bånd mellom både nordmenn og innvandrere, gjennom kunnskap om hverandre og gjennom aktiv deltagelse i lokalsamfunnet";"integration";"FAVOR"
"1599";"nor: Centre Party";"Gi folk mulighet til å få statsborgerskap etter fem år ved bestått samfunns- og språktest";"integration";"AGAINST"
"1600";"nor: Centre Party";"Nedsette en egen integreringskommisjon for å vurdere tiltak og fremme forslag til forbedringer av integrering.";"integration";"FAVOR"
"1601";"nor: Centre Party";"Fjerne arbeidsgiveravgiften for flyktninger de første fem åra de er bosatt i Norge.";"integration";"FAVOR"
"1602";"nor: Centre Party";"Støtte tiltak som gir hjemmearbeidende kvinner bedre mulighet til å lære seg norsk språk, -samfunnsliv og verdisett.";"integration";"FAVOR"
"1603";"nor: Centre Party";"Forbedre oppfølgingen av barn som ikke har tilstrekkelig gode norskkunnskaper, herunder innføre en obligatorisk språktest for alle fireåringer.";"integration";"AGAINST"
"1604";"nor: Centre Party";"Ha gratis kjernetid for alle femåringer i barnehager i områder med stor minoritetsandel i befolkningen.";"integration";"FAVOR"
"1605";"nor: Centre Party";"Bidra til et tilbud om leksehjelp over hele landet i regi av frivillige organisasjoner.";"integration";"FAVOR"
"1606";"nor: Centre Party";"At vertskommunetilskuddet og integreringstilskuddet skal dekke kommunenes reelle utgifter";"integration";"FAVOR"
"1607";"nor: Centre Party";"I tillegg til arbeid, utdanning, språk og rask bosetting mener Senterpartiet at frivillig sektor har en unik rolle å spille for å lykkes med integreringen lokalt";"integration";"FAVOR"
"1608";"nor: Centre Party";". I dag er deltakelsen blant ungdom med minoritetsbakgrunn lavere enn for annen ungdom";"integration";"FAVOR"
"1609";"nor: Centre Party";". Informasjon til foreldrene er svært viktig for at barna skal få lov og mulighet til å delta";"integration";"FAVOR"
"1610";"nor: Centre Party";". Deltakelse i ungdomsstyrte organisasjoner er viktige springbrett for å komme inn i det tradisjonelle organisasjonslivet";"integration";"FAVOR"
"1611";"nor: Centre Party";". Organisasjoner som fremmer samkvem mellom ulike etniske grupper, både innvandrere og nordmenn, bør særlig prioriteres for å unngå enda større grad av isolering";"integration";"FAVOR"
"1612";"nor: Centre Party";"Gjøre det mer attraktivt for organisasjoner, lag og foreninger å engasjere seg i integreringsspørsmål lokalt.";"integration";"FAVOR"
"1613";"nor: Centre Party";"Bedre informasjonen om frivillig sektors betydning i introduksjonsprogrammet";"integration";"FAVOR"
"1614";"nor: Centre Party";". Historisk, kulturelt og språkleg er vi ein del av eit sterkt nordisk fellesskap, samtidig som vi i nyare tid har fått eit mangfald av språk og kulturar innanlands";"integration";"FAVOR"
"1615";"nor: Centre Party";"La alle skuleelevar møte både nynorsk og bokmål og dei norske minoritetsspråka tidleg i barneskulen, og i ei moderne form, for å førebyggje fordomar og vise til dømes nynorsk og samisk som moderne bruksspråk";"integration";"FAVOR"
"1616";"nor: Centre Party";". Som kulturminner er gamle og nye gudshus et felleseie som skal vernes om og tas vare på for kommende generasjoner";"integration";"FAVOR"
"1617";"nor: Centre Party";"Landet vårt er i dag hjem for borgere med røtter i talløse kulturer, med mange ulike religioner og livssyn";"integration";"FAVOR"
"1618";"nor: Centre Party";". Den kristne og humanistiske kulturarven legger grunnen for et samfunn bygd på toleranse og respekt for det ulikeartete og det som er annerledes";"integration";"FAVOR"
"1619";"nor: Centre Party";"Innføre ei samfunnsorientert etterutdanning for trossamfunnsledere for minoritetsgrupper, som setter dem bedre i stand til å ta oppgaver som for eksempel familierettledning tilpasset det norske samfunnet.";"integration";"AGAINST"
"1620";"nor: Centre Party";"Kirkebygget har vært møteplass og samlingsmerke for norske lokalsamfunn i hele vår nyere historie";"integration";"FAVOR"
"1621";"nor: Centre Party";"Sørge for at moskeer, synagoger og andre gudshus også blir tatt vare på som kulturminner.";"integration";"FAVOR"
"1622";"nor: Centre Party";".  Arbeidsinnvandringen krever også at myndighetene holder et våkent øye på lønns- og arbeidsvilkårene i de mest aktuelle bransjene for å hindre sosial dumping";"immigration";"FAVOR"
"1623";"nor: Centre Party";"Redusere omfanget av særaldersgrenser.";"integration";"FAVOR"
"1624";"nor: Centre Party";"At utenlandske studenter som har tatt høyere utdanning i Norge bør gis rett til arbeidstillatelse i fem år etter fullført utdannelse.";"integration";"FAVOR"
"1625";"nor: Centre Party";"Endre vurderingsgrunnlaget for søknader om arbeidstillatelse som faglært/spesialist, slik at kompetansekravet i større grad fastsettes av arbeidsgiver";"immigration";"FAVOR"
"1626";"nor: Centre Party";"formidles til resten av befolkningen for å øke kunnskap om Norges urbefolkning og Norges internasjonale ansvar for urfolk";"integration";"FAVOR"
"1627";"nor: Centre Party";"Sametinget, som er samenes folkevalgte organ i Norge, skal utvikle samisk språk, kultur, næringer og rettigheter på samenes eget grunnlag";"integration";"FAVOR"
"1628";"nor: Centre Party";"Dekkje utgifter til flyktningar i Noreg utanfor bistandsbudsjettet.";"immigration";"FAVOR"
"1629";"nor: Centre Party";". Ein fredsavtale må vareta dei palestinske flyktningane sine rettar";"immigration";"FAVOR"
"1630";"nor: Progress Party";"Fremskrittspartiet vil at enhver avgitt stemme ved stortingsvalg skal telle likt, uten hensyn til hvor i landet den er avgitt";"integration";"FAVOR"
"1631";"nor: Progress Party";"Fremskrittspartiet vil ikke akseptere diskriminering med bakgrunn i kjønn, religion eller etnisk tilhørighet";"integration";"FAVOR"
"1632";"nor: Progress Party";". det er rettsapparatet som bør avgjøre hvorvidt en handling er diskriminerende eller ikke";"integration";"FAVOR"
"1633";"nor: Progress Party";"det er i enkelte innvandrermiljøer at likestillingen har kommet kortest";"integration";"FAVOR"
"1634";"nor: Progress Party";". det er derfor viktig å stimulere disse miljøene til økt likestilling";"integration";"FAVOR"
"1635";"nor: Progress Party";". dette er også en forutsetning for en vellykket integrering.";"integration";"FAVOR"
"1636";"nor: Progress Party";"fjerne kvoteringsregelen";"integration";"FAVOR"
"1637";"nor: Progress Party";"ha fokus på likestilling i innvandrermiljøer";"integration";"FAVOR"
"1638";"nor: Progress Party";"oppheve diskrimineringen mellom foreldre ved samlivsbrudd";"integration";"FAVOR"
"1639";"nor: Progress Party";"Kampen mot kriminelle innvandrere må skjerpes";"integration";"AGAINST"
"1640";"nor: Progress Party";". Kriminalitet som utøves av utlendinger, gir lovlydige innvandrere et dårlig renommé";"integration";"AGAINST"
"1641";"nor: Progress Party";". alle utenlandske statsborgere som blir straffet med mer enn tre måneders ubetinget fengsel, bør utvises";"integration";"AGAINST"
"1642";"nor: Progress Party";". Utvisning alene er imidlertid ikke nok for å forebygge kriminalitet";"integration";"AGAINST"
"1643";"nor: Progress Party";", men må kombineres med en god integreringspolitikk";"integration";"FAVOR"
"1644";"nor: Progress Party";". en strammere kurs i innvandringspolitikken vil også gagne den folkelige forståelsen for de mange lovlydige utlendingers tilstedeværelse.";"immigration";"AGAINST"
"1645";"nor: Progress Party";"at politiet ikke skal drive med oppgaver som kan utføres like godt, eller bedre, av andre virksomheter";"integration";"AGAINST"
"1646";"nor: Progress Party";"utvise utenlandske statsborgere som dømmes til ubetinget fengsel i tre måneder eller mer";"integration";"AGAINST"
"1647";"nor: Progress Party";". hurtigdomstolen skal ha utvidede åpningstider, og ta imot saker hvor politiet har tatt gjerningsmenn og har sikre bevis";"integration";"AGAINST"
"1648";"nor: Progress Party";"Utenlandske statsborgere som begår kriminalitet, kan også tas gjen-nom hurtigdomstolen og være i forvaring inntil saken er avgjort, og de kan sendes ut av landet";"integration";"AGAINST"
"1649";"nor: Progress Party";"fjerne soningskøen ved å bygge flere soningsplasser og åpne for private tilbydere";"immigration";"AGAINST"
"1650";"nor: Progress Party";"sende utenlandske borgere ut av landet og la dem sone straffen i hjemlandet";"immigration";"AGAINST"
"1651";"nor: Progress Party";"bekjempe menneskehandel og misbruk av barn";"immigration";"FAVOR"
"1652";"nor: Progress Party";"med innvandrere forstår vi personer som kommer til norge for å søke langvarig opphold";"immigration";"NONE"
"1653";"nor: Progress Party";". med flyktninger forstår vi personer som tilfredsstiller de krav som Fns flyktningkonvensjon stiller for å gi rett til opphold i norge";"immigration";"FAVOR"
"1654";"nor: Progress Party";". asylsøkere er mennesker som selv oppsøker norge for å søke asyl, asylsøkere som får avslag, er å betrakte som ulovlige innvandrere";"immigration";"AGAINST"
"1655";"nor: Progress Party";". personer som får oppholdstillatelse som et ledd i familiegjenforening eller på humanitært grunnlag, er etter Fremskrittspartiets oppfatning ikke flyktninger, men innvandrere.";"immigration";"AGAINST"
"1656";"nor: Progress Party";"hovedprinsippet i Fremskrittspartiets innvandringspolitikk er likebehandling der ingen grupper gis særbehandling";"immigration";"AGAINST"
"1657";"nor: Progress Party";". det må legges vekt på at alle som har lovlig opphold i norge, skal være sikret en rettferdig behandling";"integration";"FAVOR"
"1658";"nor: Progress Party";". arbeidstakere med utenlandsk statsborgerskap må ha rett og plikt til opptjening av pensjonspoeng under folketrygden, og rett til helsetjenester";"integration";"FAVOR"
"1659";"nor: Progress Party";". Flere sosiale ytelser som gis til innvandrere, må imidlertid gis under forutsetning av at de er villige til å integrere seg og lære norsk";"integration";"AGAINST"
"1660";"nor: Progress Party";"sosiale ytelser bør i større grad knyttes til statsborgerskap eller andre hensiktsmessige avgrensinger";"integration";"AGAINST"
"1661";"nor: Progress Party";"det er et statlig ansvar å motta flyktninger, og derfor bør staten også dekke dokumenterte utgifter i inntil syv år ved utplassering av flyktninger i kommunene";"immigration";"FAVOR"
"1662";"nor: Progress Party";". i dag opplever mange kommuner at integreringstilskuddet ikke dekker de faktiske kostnadene ved mottak og integrering av flyktninger";"immigration";"AGAINST"
"1663";"nor: Progress Party";"særordning med stønad for innvandrere i alderen 18–25 år bør opphøre";"immigration";"AGAINST"
"1664";"nor: Progress Party";"det er kommunen selv som skal bestemme om den er klar til å ta imot flyktninger";"immigration";"AGAINST"
"1665";"nor: Progress Party";". Kommunen forplikter seg til å følge opp flyktningene slik at de blir integrert i lokalsamfunnet.";"integration";"FAVOR"
"1666";"nor: Progress Party";"Familieinnvandringsordningen begrenses til ektefelle over 24 år, og egne barn under 18 år";"immigration";"AGAINST"
"1667";"nor: Progress Party";". Familieinnvandring for ektefelle bør bare kunne innvilges hvis paret ikke har større samlet tilknytning til noe annet land enn til norge";"immigration";"AGAINST"
"1668";"nor: Progress Party";". voksne familieinnvandrere må ha opparbeidet seg et minimum av kunnskaper om norsk språk og samfunnsliv";"integration";"AGAINST"
"1669";"nor: Progress Party";". personer fra eøs og enkelte andre land kan gis unntak fra skjerpede krav til familieinnvandring";"immigration";"AGAINST"
"1670";"nor: Progress Party";". det bør kunne kreves dna-test for å bevise slektskap";"immigration";"AGAINST"
"1671";"nor: Progress Party";". dette kan man sørge for ved å lage ordninger som stimulerer folks vilje til å jobbe, for eksempel ved å sette ned skattetrykket og få flere trygdede ut i jobb";"integration";"FAVOR"
"1672";"nor: Progress Party";". prismekanismen bør brukes for å sikre at arbeidsinnvandring fra utenfor eøs-området er samfunnsøkonomisk lønnsom, ved at arbeidsgiveren delvis overtar det finansielle ansvaret knyttet til arbeidsinnvandrers bruk av norske velferdsordninger";"immigration";"FAVOR"
