"";"country";"party";"content";"target";"stance"
"3006";"netherlands";"nld: Christian Democratic Appeal";"Voor vluchtelingen is hierbij aandacht voor het Banenoffensief Vluchtelingen.";"Integration";"FAVOR"
"3007";"netherlands";"nld: Christian Democratic Appeal";"Daarnaast komt er meer maatwerk voor hoger opgeleide nieuwkomers.";"Integration";"FAVOR"
"3008";"netherlands";"nld: Christian Democratic Appeal";"Het moet mogelijk zijn de inburgering sneller af te ronden.";"Integration";"FAVOR"
"3009";"netherlands";"nld: Christian Democratic Appeal";"1.3.3 Het integratiebeleid dient gericht te zijn op zowel sociaaleconomische participatie (meedoen via werk) als sociaalmaatschap-pelijke participatie (meedoen aan het dagelijks maatschappelijk verkeer), als poli-tiekbestuurlijke participatie (meedoen in politiek en bestuur).";"Integration";"FAVOR"
"3010";"netherlands";"nld: Christian Democratic Appeal";"De inzet van betrokken partijen, zoals werkgevers, instellingen, verenigingen etc., kan daarbij niet langer vrijblijvend zijn.";"Integration";"FAVOR"
"3011";"netherlands";"nld: Christian Democratic Appeal";"Alle imams in Nederland moeten zich hebben geschoold in Nederlandse waarden en normen.";"Immigration";"AGAINST"
"3012";"netherlands";"nld: Christian Democratic Appeal";"Personen met een dubbele nationaliteit die terroristische misdrijven plegen, verliezen het Nederlanderschap en worden uitgezet en ongewenst verklaard, nadat zij hun straf hebben uitgezeten.";"Integration";"AGAINST"
"3013";"netherlands";"nld: Christian Democratic Appeal";"Het asielbeleid moet rechtvaardig zijn.";"Immigration";"FAVOR"
"3014";"netherlands";"nld: Christian Democratic Appeal";"Wie te vrezen heeft voor vervolging verdient asiel.";"Immigration";"FAVOR"
"3015";"netherlands";"nld: Christian Democratic Appeal";"Het beleid moet echter ook helder en zonodig streng zijn voor mensen die niet worden vervolgd.";"Immigration";"AGAINST"
"3016";"netherlands";"nld: Christian Democratic Appeal";"Procedures moeten in korte tijd worden afgerond, zodat betrokkenen snel duidelijkheid hebben over hun asielverzoek.";"Immigration";"NONE"
"3017";"netherlands";"nld: Christian Democratic Appeal";"Voor hen die geen recht op verblijf hebben moet er een goed terugkeerbeleid komen.";"Immigration";"AGAINST"
"3018";"netherlands";"nld: Christian Democratic Appeal";"Asielzoekers die meewerken aan het realiseren van hun terugkeer, krijgen tot hun feitelijke terugkeer een onderkomen.";"Immigration";"FAVOR"
"3019";"netherlands";"nld: Christian Democratic Appeal";"Kinderen horen niet in vreemdelingenbewaring thuis.";"Integration";"FAVOR"
"3020";"netherlands";"nld: Christian Democratic Appeal";"1.5.1 Met een Europees asielbeleid moet worden voorkomen dat – door specifieke maatregelen van afzonderlijke landen van de Europese Unie – de asielstromen zich verleggen naar het voor asielzoekers en mensensmokkelaars meest gunstige land.";"Immigration";"AGAINST"
"3021";"netherlands";"nld: Christian Democratic Appeal";"Tevens moet worden voorkomen dat landen eenzijdig een grootschalig generaal pardon invoeren ter zake van illegalen.";"Immigration";"AGAINST"
"3022";"netherlands";"nld: Christian Democratic Appeal";"1.5.3 Procedures moeten in korte tijd worden afgerond, zodat betrokkenen snel duidelijkheid hebben over hun asielverzoek.";"Immigration";"FAVOR"
"3023";"netherlands";"nld: Christian Democratic Appeal";"Als het vaststellen van identiteit meer tijd kost of onderzoek naar traumata en andere medische aspecten nodig is, kan de eerste termijn (de AC-procedure) verlengd worden met nog eens 48 uur.";"Immigration";"NONE"
"3024";"netherlands";"nld: Christian Democratic Appeal";"1.5.5 Personen met een verblijfsvergunning op medische gronden en hun gezinsleden met een verblijfsvergunning hebben toegang tot werk en scholing.";"Integration";"FAVOR"
"3025";"netherlands";"nld: Christian Democratic Appeal";"1.5.6 Asielzoekers die in afwachting zijn van een beslissing omtrent hun definitieve verblijfsstatus kunnen in aanmerking komen voor scholing en arbeid.";"Integration";"FAVOR"
"3026";"netherlands";"nld: Christian Democratic Appeal";"1.5.7 Asielzoekers die in (vervolg)procedure zijn voor een verblijfstatus in het kader van een asielverzoek en uit dien hoofde rechtmatig in Nederland verblijven, hebben recht op een goede opvang van rijkswege.";"Immigration";"FAVOR"
"3027";"netherlands";"nld: Christian Democratic Appeal";"Daar hoort bij dat zoveel mogelijk voorkomen moet worden dat kinderen van asielzoekers veelvuldig moeten verhuizen.";"Immigration";"FAVOR"
"3028";"netherlands";"nld: Christian Democratic Appeal";"1.5.9 De Internationale Organisatie voor Migratie (IOM) krijgt een nadrukkelijke rol bij terug-keer en het verkrijgen van (vervangende) documenten.";"Immigration";"NONE"
"3029";"netherlands";"nld: Christian Democratic Appeal";"Goed terugkeerbeleid vergt dat de samenleving in onderhavige geval-len in haar geheel meer gericht meewerkt aan het feitelijk vertrek van uitgeprocedeerde asielzoekers en illegale vreemdelingen.";"Immigration";"AGAINST"
"3030";"netherlands";"nld: Christian Democratic Appeal";"Anderzijds moet aan mensen, voor wie geen documenten verkregen kunnen worden, waardoor zij niet uitgezet kunnen worden, een voorlopige verblijfstatus gegeven worden.";"Immigration";"FAVOR"
"3031";"netherlands";"nld: Christian Democratic Appeal";"Dat geeft duidelijkheid aan de asielzoekers";"Immigration";"FAVOR"
"3032";"netherlands";"nld: Christian Democratic Appeal";"en werpt een dam op tegen illegaliteit.";"Immigration";"AGAINST"
"3033";"netherlands";"nld: Christian Democratic Appeal";"Indien na het verstrijken van de wettelijke vertrek-termijn nog geen vervangend reisdocument is ontvangen, wordt de opvang voortgezet zolang de betrokken vreemdeling kan aantonen dat hij activiteiten onderneemt om te voldoen aan de voorwaarden van de ambassade om zijn identiteit en/of nationaliteit aannemelijk te maken.";"Immigration";"NONE"
"3034";"netherlands";"nld: Christian Democratic Appeal";"2.1.12 Het CDA vindt het van belang dat scholen alle – dus ook allochtone – ouders bij het onderwijs betrekken.";"Integration";"FAVOR"
"3035";"netherlands";"nld: Christian Democratic Appeal";"Nieuwkomers krijgen te maken met hogere scholingseisen als zij zich langjarig in Nederland willen vestigen, uiteraard met ontheffingsmogelijkheden voor bijvoorbeeld mensen met beperkte vermogens.";"Integration";"AGAINST"
"3036";"netherlands";"nld: Christian Democratic Appeal";"Indien men dit weigert, volgen financiële sancties.";"Integration";"AGAINST"
"3037";"netherlands";"nld: Christian Democratic Appeal";"Cultuur verbindt mensen.";"Integration";"FAVOR"
"3038";"netherlands";"nld: Christian Democratic Appeal";"Participatie is immers goed voor de integratie en door te werken ontwikkelen mensen hun talenten.";"Integration";"FAVOR"
"3039";"netherlands";"nld: Christian Democratic Appeal";"Het biedt jongeren en minderheden leer- en stageplekken, zorgt voor bestendige sociale verhoudingen.";"Integration";"FAVOR"
"3040";"netherlands";"nld: Christian Democratic Appeal";"Er komt daarom voor gemeenten één fonds voor reïntegratie en integratie.";"Integration";"FAVOR"
"3041";"netherlands";"nld: Christian Democratic Appeal";"Een groeiend aantal allochtone ondernemers geeft een impuls aan de Nederlandse economie.";"Integration";"FAVOR"
"3042";"netherlands";"nld: Christian Democratic Appeal";"Ook worden microkredieten gemakkelijker verstrekt; die geven met name allochtone ondernemers een betere start en doorgroei.";"Integration";"FAVOR"
"3043";"netherlands";"nld: Christian Democratic Appeal";"De visaverlening aan buitenlandse werknemers van Nederlandse bedrijven, en aan hun familie, en aan bona fide buitenlandse zakenlieden moet zodanig verbeterd worden dat zij geen nodeloze barrière in het internationale zakenverkeer oplevert.";"Immigration";"FAVOR"
"3044";"netherlands";"nld: Christian Democratic Appeal";"4.1.14. Vanzelfsprekend wordt illegale tewerkstel-ling streng bestraft.";"Integration";"NONE"
"3045";"netherlands";"nld: Christian Democratic Appeal";"Het bewustzijn is gegroeid dat de wereldge-meenschap moet helpen bij de opvang van deze mensen in de eigen regio.";"Immigration";"NONE"
"3046";"netherlands";"nld: Christian Democratic Appeal";"Daarbij bestaat wel het gevaar dat die eigen regio de vluchtelingenstroom niet aankan.";"Immigration";"AGAINST"
"3047";"netherlands";"nld: Christian Democratic Appeal";"De veiligheidsproblematiek is de afgelopen tijd steeds complexer geworden: falende staten, terrorisme en het bezit van nucle-aire kennis kunnen gaan samenvallen.";"Immigration";"AGAINST"
"3048";"netherlands";"nld: Christian Democratic Appeal";"effectief optreden tegen terrorisme, mensenhandel, verspreiding van nucleair materiaal en andere vormen van grensoverschrijdende criminaliteit;";"Immigration";"AGAINST"
"3049";"netherlands";"nld: Christian Democratic Appeal";"het creëren van een doeltreffend Europees vluchtelingenbeleid;";"Immigration";"AGAINST"
"3050";"netherlands";"nld: Christian Democratic Appeal";"het ontwikkelen van een gemeenschappelijk Europees beleid ten aanzien van immigratie.";"Immigration";"AGAINST"
"3051";"netherlands";"nld: Christian Democratic Appeal";"Europese harmonisatie van het asiel-beleid is noodzakelijk.";"Immigration";"FAVOR"
"3052";"netherlands";"nld: Christian Democratic Appeal";"Daarnaast moeten voorwaarden geschapen worden voor een effectief optreden op het terrein van het buitenlands- en veiligheidsbeleid.";"Immigration";"FAVOR"
"3053";"netherlands";"nld: Christian Democratic Appeal";"Tegelijkertijd dient er bekeken te worden op welke manier de Europese Unie met naburige landen kan samenwerken en hoe democratiseringsprocessen in andere Europese landen bevorderd kunnen worden.";"Immigration";"FAVOR"
"3054";"netherlands";"nld: Christian Democratic Appeal";"5.1.11. Grensoverschrijdende samenwerking wordt sterk bevorderd.";"Immigration";"FAVOR"
"3055";"netherlands";"nld: Christian Democratic Appeal";"In laatste instantie moet doormigratie een optie zijn.";"Immigration";"AGAINST"
"3056";"netherlands";"nld: Christian Democratic Appeal";"Mede om dit mogelijk te maken verhoogt Nederland zijn quotum voor uitgenodigde vluchtelingen.";"Immigration";"FAVOR"
"3057";"netherlands";"nld: Christian Democratic Appeal";"5.2.5. Het CDA neemt interreligieuze en interculturele spanningen buitengewoon serieus.";"Integration";"NONE"
"3058";"netherlands";"nld: Christian Union";"Natuurlijk, Nederland is een welvarend land, waar het goed wonen is.";"Integration";"FAVOR"
"3059";"netherlands";"nld: Christian Union";"Of het gaat om de hervorming van de verzorgingsstaat, een nieuwe verdeling van verantwoordelijkheden tussen overheid en burger, migratie en integratie, de verhoudingen tussen bevolkingsgroepen, botsende grondrechten, de dreiging van terrorisme en criminaliteit, of vraagstukken van internationale gerechtigheid.";"Integration";"FAVOR"
"3060";"netherlands";"nld: Christian Union";"Wij doen dat vanuit een duidelijke en herkenbare visie op menszijn, samenleven en politiek, die is gebaseerd op het christelijk geloof.";"Integration";"FAVOR"
"3061";"netherlands";"nld: Christian Union";"Vreemdelingenbeleid en integratiebeleid werden ‘streng en rechtvaardig’, maar in de toepassing ging te vaak de menselijkheid verloren.";"Immigration";"AGAINST"
"3062";"netherlands";"nld: Christian Union";"Wie strategisch kiest, kijkt óók naar morgen.";"Integration";"FAVOR"
"3063";"netherlands";"nld: Christian Union";"voor handhaving van mensenrechten";"Integration";"FAVOR"
"3064";"netherlands";"nld: Christian Union";"De integratie van zorgleerlingen in het onderwijs en in de afzonderlijke trajecten van het Praktijkonderwijs neemt  niet weg dat het Speciaal Onderwijs voor een bepaalde groep leerlingen nodig blijft.";"Integration";"AGAINST"
"3065";"netherlands";"nld: Christian Union";"Scholen met veel achterstandsleerlingen krijgen extra financiering.";"Integration";"AGAINST"
"3066";"netherlands";"nld: Christian Union";"In het onderwijskansenbeleid moet niet alleen aandacht zijn voor achterblijvende leerlingen uit migrantengroepen, maar ook voor zwakke autochtone leerlingen.";"Integration";"FAVOR"
"3067";"netherlands";"nld: Christian Union";"Basisscholen zijn vrij om gebruik te maken van een eindtoets.";"Integration";"FAVOR"
"3068";"netherlands";"nld: Christian Union";"Integratie van gehandicapte kinderen in het reguliere basisonderwijs verdient de voorkeur.";"Integration";"FAVOR"
"3069";"netherlands";"nld: Christian Union";"Bij deze scholen moet vroegschoolse educatie en onderwijs in de Nederlandse taal aan migrantenkinderen worden aangeboden.";"Integration";"FAVOR"
"3070";"netherlands";"nld: Christian Union";"Er zijn ongeveer 80.000 dak- en thuislozen in ons land.";"Integration";"NONE"
"3071";"netherlands";"nld: Christian Union";"In veel gevallen ligt de oorzaak in een inkomen dat te klein is om alle noodzakelijke kosten te betalen.";"Integration";"NONE"
"3072";"netherlands";"nld: Christian Union";"Naast mensen met een uitkering kloppen ook alleenstaande ouders met kinderen, asielzoekers en mensen met een chronische ziekte of een handicap aan bij de voedselbanken.";"Immigration";"NONE"
"3073";"netherlands";"nld: Christian Union";"-biedt buitenlandse slachtoffers van mensenhandel die willen getuigen in rechtszaken tegen mensenhandelaren bescherming tegen wraakacties door hen in aanmerking te laten komen voor een Nederlandse verblijfsvergunning.";"Integration";"AGAINST"
"3074";"netherlands";"nld: Christian Union";"Scherp het strafrecht aan:";"Immigration";"NONE"
"3075";"netherlands";"nld: Christian Union";"Juist in een steeds diverser Nederland is het van belang dat wij ons met elkaar rekenschap geven van de ont-staansgeschiedenis van de Nederlandse samenleving.";"Integration";"NONE"
"3076";"netherlands";"nld: Christian Union";"In deze preambule kan uitdrukking worden gegeven aan de historische identiteit en de dragende waarden van de Nederlandse samenleving.";"Integration";"FAVOR"
"3077";"netherlands";"nld: Christian Union";"Kennis van de Grondwet draagt bij aan een goede  integratie in de Nederlandse rechtsstaat.";"Integration";"FAVOR"
"3078";"netherlands";"nld: Christian Union";"In overleg met in het bijzonder Curaçao worden maatregelen ontworpen om de migratie van kansarme jongeren naar Nederland tegen te gaan.";"Immigration";"AGAINST"
"3079";"netherlands";"nld: Christian Union";"Het stellen van omgangsregels of fatsoensnormen voor de publieke ruimte kan echter maar in beperkte mate bewerkstelligd worden door de overheid.";"Immigration";"AGAINST"
"3080";"netherlands";"nld: Christian Union";"Deze vrijheid is niet onbeperkt.";"Integration";"NONE"
"3081";"netherlands";"nld: Christian Union";"Nederland heeft de trekken van een immigratieland gekregen.";"Immigration";"FAVOR"
"3082";"netherlands";"nld: Christian Union";"Op hun beurt zullen vreemdelingen moeten participeren en de wil tonen tot integratie in de Nederlandse samenleving.";"Integration";"FAVOR"
"3083";"netherlands";"nld: Christian Union";"Het is van belang dat de overheid, waar zij dat kan, een volwaardige plaats van migranten in het arbeidsproces bevordert.";"Integration";"FAVOR"
"3084";"netherlands";"nld: Christian Union";"Knelpunten zoals discriminatie en uitsluiting van het arbeidsproces, moeten aangepakt worden.";"Integration";"FAVOR"
"3085";"netherlands";"nld: Christian Union";"Het bijzonder onderwijs heeft het (grondwettelijk) recht om bij toelating van leerlingen van hun ouders onderschrijving van of respect voor de grondslag van de school te vragen.";"Integration";"FAVOR"
