party,content,target,stance
nld: Democrats‘66,De leges van verblijfsvergunningen dienen op korte termijn verlaagd te worden naar een bedrag dat in verhouding staat tot de aanvraag van een paspoort.,Immigration,AGAINST
nld: Socialist Party,Gezinnen moeten vaak een kamer delen met vreemden en de voorzieningen zijn zeker voor kinderen erg mager.,Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,"De uitzetting moet direct aansluiten op de detentie, om te voorkomen dat de criminele vreemdeling in de illegaliteit verdwijnt.",Integration,AGAINST
nld: Green Left,Slachtoffers krijgen het recht om onder  begeleiding daders rechtstreeks te confronteren met hun  leed.,Integration,AGAINST
nld: Party of Freedom,"De VN wordt gedomineerd door de OIC, het islamitische blok.",Immigration,AGAINST
nld: Reformed Political Party,Het mag in geen geval meer  voorkomen dat uitgeprocedeerde asielzoekers en hun gezinnen die zelf  loyaal meegewerkt hebben aan hun terugkeer op straat terechtkomen.,Immigration,AGAINST
nld: Christian Union,Die combinatie van integratie en diversiteit is uniek en wordt gedragen door ledenomroepen waaraan bijna vier miljoen Nederlanders zich hebben verbonden.,Integration,FAVOR
nld: Christian Union,"Knelpunten zoals discriminatie en uitsluiting van het arbeidsproces, moeten aangepakt worden.",Integration,FAVOR
nld: Labour Party,"Het is primair de verantwoordelijkheid van de migrant om zich voor te bereiden op zijn komst naar Nederland, de taal te leren, zich op de samenleving te oriënteren en snel in te burgeren.",Integration,AGAINST
nld: Reformed Political Party,De mogelijkheid van een dubbele nationaliteit wordt beperkt tot gevallen waarin het opgeven van de herkomstnationaliteit onmogelijk is.,Integration,AGAINST
nld: Party for the Animals,Slachtoffers van mensenrechtenschendingen kunnen asiel krijgen in Nederland.,Immigration,FAVOR
nld: Green Left,Voor vreemdelingen die zich niet kunnen verzekeren is medische zorg beschikbaar.,Integration,FAVOR
nld: Reformed Political Party,"Mede om gettovorming en een gevaarlijk isolement te voorkomen, is (de opbouw van) een ‘islamitische zuil’ hoogst onwenselijk.",Integration,AGAINST
nld: Christian Democratic Appeal,Daarnaast komt er meer maatwerk voor hoger opgeleide nieuwkomers.,Integration,FAVOR
nld: Party of Freedom,"Invoering quotum asielzoekers van maximaal 5.000 per jaar, opvang in eigen regio",Immigration,AGAINST
nld: Green Left,Naast informatie van  ambassades wordt ook informatie van mensenrechtenorganisaties meegewogen.,Immigration,AGAINST
nld: Democrats‘66,"Er zijn onvoldoende goede docenten, leraren worden bovendien niet op waarde geschat en het vak is niet aantrekkelijk genoeg.",Integration,AGAINST
nld: Reformed Political Party,Er is in de voorbije kabinetsperiode veel geïnvesteerd in nieuwe wetten en maatregelen die ertoe moeten leiden dat het in Nederland goed samen leven is en blijft.,Integration,FAVOR
nld: Socialist Party,Een gemeenschappelijk Europees asielbeleid mag niet leiden tot een slechtere behandeling van vluchtelingen.,Immigration,AGAINST
nld: Christian Democratic Appeal,"En dat botst, vooral in de wijken en buurten waar het aandeel nieuwkomers, die de taal niet of nauwelijks machtig zijn, groot is.",Integration,AGAINST
nld: Christian Democratic Appeal,"Als het vaststellen van identiteit meer tijd kost of onderzoek naar traumata en andere medische aspecten nodig is, kan de eerste termijn (de AC-procedure) verlengd worden met nog eens 48 uur.",Immigration,NONE
nld: Christian Union,Concreet staat de ChristenUnie het volgende beleid voor:,Integration,NONE
nld: People’s Party for Freedom and Democracy ,"Zolang de effectiviteit van re-integratiebeleid niet is aangetoond, worden re-integratietrajecten alleen nog voor bijzondere doelgroepen als arbeidsgehandicapten ingezet en kunnen gemeenten met minder geld toe.",Integration,AGAINST
nld: Christian Union,Het is van belang dat de opvang van vluchtelingen en de toetsing van asielaanvragen zo dicht mogelijk bij de bron plaatsvinden: in de regio waar de vluchtelingen vandaan komen.,Immigration,AGAINST
nld: Democrats‘66,De overheid moet hulpverleners in staat stellen een dergelijk beleid te voeren.,Integration,FAVOR
nld: Party of Freedom,"Wat met veel strijd is opgebouwd, draagt nu bij aan de islamisering van Nederland.",Integration,AGAINST
nld: Christian Union,Dezelfde reden dus waarom ook sommige ‘witte’ scholen op het platteland extra ondersteuning krijgen.,Integration,FAVOR
nld: Labour Party,Wij willen een sluitende aanpak: opsluiten of opvangen tot uitzetting.,Immigration,AGAINST
nld: Labour Party,Deze illegalen komen nu vaak na een periode vreemdelingenbewaring weer op straat terecht.,Integration,AGAINST
nld: Christian Union,"Zeker nu het Europees Verdrag in werking is getreden, zal het vluchtelingenbeleid meer in samenwerking tussen en in afstemming met de EU geregeld moeten worden.",Immigration,FAVOR
nld: Christian Democratic Appeal,"Ook bij arbeidsmigratie binnen Europa wordt de mogelijkheid om binnen vijf jaar het verblijfsrecht te beëindigen bij een beroep op bijstand beter benut, door de informatie van sociale diensten en de IND beter te koppelen.",Immigration,FAVOR
nld: Christian Democratic Appeal,Dat betekent dat de Westerse cultuur en waarden en normen leidend zijn voor de samenleving.,Integration,NONE
nld: Party of Freedom,Geen verplichte spreiding van leerlingen,Integration,NONE
nld: Party of Freedom,Moskeeën sluiten waar geweld wordt gepropageerd,Integration,AGAINST
nld: Christian Democratic Appeal,Mede om dit mogelijk te maken verhoogt Nederland zijn quotum voor uitgenodigde vluchtelingen.,Immigration,FAVOR
nld: Christian Democratic Appeal,Het is meer dan ‘klant’ zijn van de samen-leving of van de overheid.,Integration,FAVOR
nld: Green Left,Dit zal regelmatig worden getoetst;,Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,Veel mensen bekruipt het gevoel dat de overheid de situatie uit de hand heeft laten lopen.,Immigration,AGAINST
nld: Green Left,"Moslima’s mogen niet worden gedwongen om een hoofddoek te dragen, maar evenmin worden verplicht om deze af te leggen.",Integration,AGAINST
nld: Labour Party,"Respect voor de geloofsvrijheid van anderen, acceptatie dat mannen en vrouwen, homo’s en hetero’s in Nederland gelijke rechten hebben, en het recht op geloofsafval horen daar ook bij.",Integration,FAVOR
nld: Green Left,"Buitenlandse studenten en onderzoekers staan niet te trappelen om een bijdrage te leveren aan onze kenniseconomie, zeker niet met alle dwaze bureaucratie en hoge kosten voor een verblijfsvergunning.",Immigration,AGAINST
nld: Democrats‘66,Het merendeel van de nieuwe woningen zal in de bestaande steden een plek moeten krijgen.,Integration,FAVOR
nld: Labour Party,De mensenhandel wordt aangepakt.,Immigration,NONE
nld: Green Left,"Zij verdienen dezelfde kansen, rechten en plichten als andere burgers van dit land.",Integration,FAVOR
nld: Labour Party,Het moet gemakkelijker worden voor lagere en middeninkomens om hun eerste eigen huis te kopen.,Integration,FAVOR
nld: Labour Party,Daarbij past intolerantie noch onverdraagzaamheid.,Integration,FAVOR
nld: Green Left,Er heerst een kil klimaat waarin verschillen tussen groepen op scherp zijn gezet.,Integration,AGAINST
nld: Green Left,De omstandigheden in de gesloten opvang zijn veilig en humaan.,Immigration,FAVOR
nld: Christian Democratic Appeal,1.5.5 Personen met een verblijfsvergunning op medische gronden en hun gezinsleden met een verblijfsvergunning hebben toegang tot werk en scholing.,Integration,FAVOR
nld: Democrats‘66,Daarbij past ook een selectief immigratiebeleid (kenniswerkers).,Immigration,AGAINST
nld: Christian Union,Waar voor vluchtelingen geen uitzicht is op lokale integratie of terugkeer dient Nederland zich solidair te tonen en vluchtelingen de mogelijkheid tot hervestiging te bieden.,Integration,FAVOR
nld: Reformed Political Party,- Spreiding van allochtonen is nodig om te voorkomen dat probleemwijken nog verder verloederen.,Integration,AGAINST
nld: Christian Democratic Appeal,Maar de overgrote meerderheid hier wonende immigranten doet het goed.,Integration,FAVOR
nld: Reformed Political Party,We moeten daarom eisen stellen aan migranten om hun kansen op een actieve deelname aan onze samenleving te vergroten.,Integration,AGAINST
nld: Christian Union,Hierbij wordt bijstandgerechtigden de mogelijkheid geboden een half jaar te werken in de publieke sector.,Integration,FAVOR
nld: Democrats‘66,Voor de middellange termijn moet wat D66 betreft de oplossing gezocht worden in een aanpassing van de huidige conceptgrondwet waarbij meer dan nu het geval is nadruk wordt gelegd op de individuele grondrechten.,Integration,FAVOR
nld: Socialist Party,In de jaren negentig kwamen enkele honderdduizenden asielzoekers naar Nederland.,Immigration,NONE
nld: Christian Democratic Appeal,Nieuwkomers krijgen de plicht en de kans om beter Nederlands te leren en – zo mogelijk – via scholing of werk een beroepskwalificatie te behalen.,Integration,FAVOR
nld: Christian Union,"Islamitisch geïnspireerd terrorisme moet keihard worden bestreden,",Integration,AGAINST
nld: Democrats‘66,"In een samenleving die steeds veelzijdiger wordt, moet de overheid staan voor de gemeenschappelijke waarden.",Integration,FAVOR
nld: Democrats‘66,"En wie overlast veroorzaakt of een misdaad pleegt moet worden aangepakt en gestraft, ongeacht zijn afkomst.",Integration,AGAINST
nld: Party of Freedom,Het is nog steeds niet veilig op straat door onvoldoende politie en te lage straffen.,Integration,AGAINST
nld: Green Left,Uitgeprocedeerde asielzoekers en illegalen mogen alleen onder strikte voor waarden en voor een zeer beperkte duur in bewaring worden genomen.,Immigration,NONE
nld: Christian Democratic Appeal,Re-integratiebedrijven dienen te worden ingezet voor moeilijk plaatsbaren.,Integration,AGAINST
nld: Green Left,Slachtoffers van discriminatie verdienen goede ondersteuning en moeten op eenvoudige wijze hun recht kunnen halen.,Integration,FAVOR
nld: Green Left,"De jonge moslima’s die, met of zonder hoofddoek, de collegezalen bestormen.",Integration,FAVOR
nld: Christian Democratic Appeal,Hierdoor wordt voorkomen dat daders uit andere landen zich anoniem vestigen in ons land waardoor toezicht en preventie onmogelijk is.,Immigration,AGAINST
nld: Labour Party,"Ook is er aandacht voor Nederlandse grondrechten, zoals de vrijheid van meningsuiting, de vrijheid van godsdienst, de gelijkheid tussen mannen en vrouwen, homo’s en hetero’s en tussen mensen van verschillende afkomst.",Integration,FAVOR
nld: Reformed Political Party,Asielbeleid is erop gericht de echte vluchtelingen zo goed mogelijk te helpen.,Immigration,FAVOR
nld: Christian Union,Nederland kan niet onbeperkt mensen opnemen die vooral uit economische motieven een verblijfsvergunning willen hebben.,Immigration,AGAINST
nld: Christian Democratic Appeal,Ook de rol van de autochtone bevolking in het stre-ven naar sociale cohesie verdient aandacht.,Integration,FAVOR
nld: Democrats‘66,en culturele diversiteit op.,Integration,FAVOR
nld: Socialist Party,Inzet van illegale arbeid is schadelijk voor binnen- én buitenlandse arbeidskrachten en moet worden voorkomen.,Integration,AGAINST
nld: Christian Union,Het Vluchtelingenverdrag behoort ruimhartig te worden uitgevoerd.,Immigration,FAVOR
nld: Christian Union,"Nederland helpt, zoveel mogelijk in Europees verband, landen die zodoende met de opvang van veel vluchtelingen te maken krijgen.",Immigration,AGAINST
nld: Christian Democratic Appeal,"Van belang, zeker voor hoogopgeleide vluchtelingen, is dat erkenning van reeds opgedane werkervaring en behaalde diploma’s in het land van herkomst, bevorderd wordt.",Integration,FAVOR
nld: Christian Union,Kinderen horen niet in detentie.,Integration,AGAINST
nld: Party for the Animals,"Slachtoffers van grove mensenrechtenschendingen moeten asiel krijgen,",Immigration,AGAINST
nld: Democrats‘66,In Nederland woedt al jaren een heftig debat over integratie.,Integration,NONE
nld: Reformed Political Party,Eenheidsworst is niet de bedoeling.,Integration,FAVOR
nld: Labour Party,"Maar ook door als burger actief mee te doen in de samenleving, door het spreken van de taal, door te leren en te werken.",Integration,AGAINST
nld: Reformed Political Party,Een uitkering wordt niet verstrekt aan hen die niet meewerken aan de verplichting tot het volgen van een inburgeringscursus.,Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,Een verblijfsvergunning ‘asiel’ krijgt de aanvrager alleen als hij te goeder trouw is.,Immigration,FAVOR
nld: Green Left,Asielzoekers mogen niet worden afgeschoven naar landen buiten de Europese Unie.,Immigration,FAVOR
nld: Christian Democratic Appeal,"Personen met een dubbele nationaliteit die terroristische misdrijven plegen, verliezen het Nederlanderschap en worden uitgezet en ongewenst verklaard, nadat zij hun straf hebben uitgezeten.",Integration,AGAINST
nld: Party of Freedom,Het is kiezen of delen: of een verzorgingsstaat of een immigratieland.,Immigration,AGAINST
nld: Labour Party,De PvdA wil de leges verlagen.,Integration,FAVOR
nld: Labour Party,Daarin worden normen geleerd die belangrijk zijn voor het participeren in het openbare leven in Nederland.,Integration,AGAINST
nld: Christian Union,en de gemeenten worden verantwoordelijk voor alle re-integratie.,Integration,FAVOR
nld: Green Left,Zo worden de emancipatie en de integratie  van de huwelijksmigranten bevorderd.,Integration,FAVOR
nld: Reformed Political Party,Daarover en over de terugkeer van Palestijnse vluchtelingen – waarmee de Joodse staat zou worden opgeheven – mogen geen concessies worden gedaan.,Immigration,AGAINST
nld: Reformed Political Party,De verplichting om afzonderlijke burgerschapsvorming te geven moet worden afgeschaft.,Integration,AGAINST
nld: Christian Union,"‘Witte’ en ‘zwarte’ scholen ontstaan niet omdat scholen bepaalde kinderen weigeren, maar omdat ouders voor een bepaalde school kiezen.",Integration,NONE
nld: Christian Democratic Appeal,dat kinderen met forse taalachterstanden vanaf hun derde jaar onderwijs krijgen.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Buitenlandse bedrijven moeten zich welkom weten in ons land.,Immigration,FAVOR
nld: Christian Union,Arbeidsmigranten kunnen het - tijdens hun arbeid in Nederland opgebouwde - AOW-recht niet meer meenemen bij terugkeer.,Immigration,NONE
nld: Green Left,Daarom staat het leren van  de Nederlandse taal centraal.,Integration,NONE
nld: Reformed Political Party,"Deels door binnenkomst van andere culturen en godsdiensten,",Integration,AGAINST
