party,content,target,stance
nor: Liberal Party,"Diskriminering basert på tro, kultur og etnisitet kan ikke tolereres i Norge, heller ikke i form av forbigåelse.",Integration,FAVOR
nor: Progress Party,"det må være en klar forutsetning at flyktninger og asylsøkere som har fått oppholdstillatelse i norge, skal reise hjem til sine respektive hjemland når forholdene gjør det forsvarlig",Immigration,AGAINST
nor: Norwegian Labour Party,"Vi må ha tiltak som forebygger, avdekker og straffeforfølger kriminelle handlinger knyttet til menneskehandel.",Integration,FAVOR
nor: Socialist Left Party,"Skal lovgivningen virke etter sin hensikt, må politi og domstoler ha innsikt og kompetanse på feltet.",Integration,FAVOR
nor: Norwegian Labour Party,12. Det norske samfunnet har alltid vært flerkulturelt.,Integration,FAVOR
nor: Conservative Party,"Grenser for politikk Høyre mener at det skal være grenser for politikk, og for hvilke beslutninger politikere kan fatte.",Integration,FAVOR
nor: Progress Party,"a    vskaffe alle lovregler og forvaltningsmessig praksis som innebærer forskjellsbehandling basert på religion, kultur eller  etnisk bakgrunn",Integration,FAVOR
nor: Centre Party,Norsk asyl- og flyktningpolitikk skal bygge på humanistiske tradisjoner og vårt internasjonale ansvar for å hjelpe mennesker i nød.,Immigration,FAVOR
nor: Liberal Party,Kriminalstatistikken viser en overrepresentasjon av mennesker fra minioritetskulturer i Norge.,Integration,AGAINST
nor: Socialist Left Party,"Finnmarkseiendommen skal forvaltes av et styre bestående av seks representanter, tre fra Sametinget og tre fra Finnmark fylkesting.",Integration,FAVOR
nor: Socialist Left Party,"Kampen for likestilling innad i familien og i samfunnet møter motstand i alle kulturer, men kvinner med minoritetsbakgrunn kan oppleve dobbelt undertrykking, både på grunn av hudfarge, etnisk bakgrunn og tradisjon og fordi de er kvinner.",Integration,FAVOR
nor: Socialist Left Party,"SV ønsker at det skal være mulig for flere å søke arbeid i Norge, også for folk fra andre verdensdeler enn Europa.",Immigration,FAVOR
nor: Christian People’s Party,. Gode bo- og levevilkår er viktig.,Integration,FAVOR
nor: Christian People’s Party,. KrF mener politiet må få ressurser,Integration,NONE
nor: Liberal Party,"Venstre vil derfor arbeide for oppmykning, forenkling og endring i regelverket for en arbeidsinnvandring til Norge som tar utgangspunkt i bedriftenes behov.",Immigration,FAVOR
nor: Centre Party,": Alle fortjener å vokse opp i, arbeide i og bli pensjonist i trygge og levende nærmiljø.",Integration,FAVOR
nor: Socialist Left Party,Alle kommuner med asylmottak bør ha lokale integreringsprogram for å få flyktninger i utdanning eller arbeid så raskt som mulig.,Integration,FAVOR
nor: Conservative Party,det er viktig å hjelpe både enkeltland med stor tilstrømning av flyktninger,Immigration,FAVOR
nor: Liberal Party,Venstre vil arbeide for at Norge ivaretar sine formelle og moralske forpliktelser ovenfor mennesker på ﬂukt.,Immigration,FAVOR
nor: Socialist Left Party,"SV vil verne om retten til asyl,",Immigration,FAVOR
nor: Socialist Left Party,"Denne likestillingen innebærer at kvinnene blir økonomisk uavhengige,",Integration,FAVOR
nor: Conservative Party,Mennesker fra andre land og kulturer bidrar positivt gjennom arbeid og ved å tilføre det norske samfunn nye impulser.,Integration,FAVOR
nor: Progress Party,ha fokus på likestilling i innvandrermiljøer,Integration,FAVOR
nor: Liberal Party,Men vi har også har en rekke utfordringer med hensyn til integrering av minoriteter.,Integration,FAVOR
nor: Progress Party,Fremskrittspartiet ønsker at deltakelse og  valgbarhet ved politiske valg skal forbe-holdes norske statsborgere.,Integration,FAVOR
nor: Liberal Party,Venstres innvandringspolitikk baserer seg på to hovedprinsipper.,Immigration,FAVOR
nor: Socialist Left Party,". I samarbeid med skoler, barnehager og SFO, fritidsklubber, helse– og omsorgsinstitusjoner, arbeidsplasser, NAV-kontorer eller asyl– og flyktningemottak kan friluftslivet og idretten bidra til bedre folkehelse, forebygging og inkludering.",Integration,FAVOR
nor: Norwegian Labour Party,bruke trygd som lønnstilskudd for å få folk i arbeid,Integration,FAVOR
nor: Christian People’s Party,"Overføringsflyktning: Begrepet brukes i utlendingsloven om flyktninger som får komme til Norge gjennom et organisert uttak, vanligvis i samarbeid med FNs høykommissær for flyktninger (UNHCR).",Immigration,AGAINST
nor: Socialist Left Party,SV vil jobbe for at minoritetskvinner blir hørt i saker som angår dem.,Integration,FAVOR
nor: Socialist Left Party,Dette må ses i sammenheng med det øvrige antallet asylsøkere som får opphold slik at vi sikrer at alle får rask bosetting i kommunene.,Immigration,FAVOR
nor: Conservative Party,bruke bistandsmidler for å få på plass flere returavtaler.,Immigration,AGAINST
nor: Christian People’s Party,.  Minoritetskvinner kan bli utsatt for en dobbel diskriminering både på bakgrunn av kjønn og etnisitet,Integration,FAVOR
nor: Conservative Party,for å understreke forventningen om dette vil høyre innføre en obligatorisk språk- og kunnskapstest for alle som søker statsborgerskap.,Integration,AGAINST
nor: Socialist Left Party,Et hovedmål med kulturpolitikken må være å sikre alle tilgang til et mangfoldig kulturtilbud.,Integration,FAVOR
nor: Centre Party,"Ung og skole – om en bedre skole for alle, uansett bakgrunn og bosted",Integration,FAVOR
nor: Centre Party,. Nøkkelen til arbeid er for mange både utdanning og språkkunnskaper,Integration,FAVOR
nor: Progress Party,"I stedet for å ta  flyktningene inn i Norge, bør Norge bidra til  å dekke utgiftene til flyktningmottak i nærområdene.",Immigration,AGAINST
nor: Liberal Party,"Asylsøkere som misbruker asylinstituttet ved å drive kriminell aktivitet, må få en rask reaksjon fra politi og rettsvesen og raskt kunne utvises.",Immigration,AGAINST
nor: Progress Party,", og dette kan kobles til den generelle bistandspolitikken.",Immigration,NONE
nor: Norwegian Labour Party,innføre gratis korttidsbarnehage for alle barn i områder med en stor andel minoritetsspråklige barn.,Integration,FAVOR
nor: Centre Party,Bidra til et tilbud om leksehjelp over hele landet i regi av frivillige organisasjoner.,Integration,FAVOR
nor: Liberal Party,I et samfunn i endring er toleranse og respekt for andres valg og ytringer på tros- og livssynsområdet viktige verdier.,Integration,FAVOR
nor: Norwegian Labour Party,. Det betyr at vi må bidra til økt aksept for at folk kan være ulike,Integration,FAVOR
nor: Conservative Party,bedre realkompetansevurdering,Integration,FAVOR
nor: Conservative Party,og avviser stempling av innvandrere som en svak gruppe.,Integration,FAVOR
nor: Socialist Left Party,SV vil legge press på Israel og være pådriver i kampen mot apartheidmuren på den okkuperte Vestbredden i henhold til uttalelsen til den internasjonale domstolen i Haag.,Immigration,FAVOR
nor: Christian People’s Party,Minoriteter er ikke integrert i det norske samfunnet slik vi kunne ønske.,Integration,FAVOR
nor: Socialist Left Party,og øke støtten til aktører på det flerkulturelle feltet.,Integration,FAVOR
nor: Norwegian Labour Party,"at utenlandske forkynnere som har arbeid i religiøse trossamfunn, skal gjennomgå opplæring i norsk språk og samfunnskunnskap.",Integration,AGAINST
nor: Progress Party,1.At innvandringsstoppen opprett-holdes og håndheves strengt.,Immigration,AGAINST
nor: Progress Party,"Dette omfatter flyktninger,  asylsøkere og de som gis opphold av  humanitære årsaker eller på grunn-lag av familiegjenforening.",Immigration,AGAINST
nor: Conservative Party,føre en innvandringspolitikk som gjør det lettere med arbeidsinnvandring til norge også fra land utenfor eøS-området.,Immigration,FAVOR
nor: Liberal Party,"Arbeidsinnvandrerne skal ikke være gjestearbeidere, men fullverdige medlemmer av det norske samfunnet, med plikter og rettigheter som andre borgere.",Immigration,FAVOR
nor: Centre Party,styrke innsatsen mot tvangsekteskap og arbeide for å sikre innvandrerkvinners rettigheter.,Integration,FAVOR
nor: Progress Party,Innvandrere fra EØS-området  forutsettes å kunne livnære seg uten offent-lig støtte fra Norge i henhold til EØS-avtalen.,Immigration,AGAINST
nor: Socialist Left Party,"Det innebærer at kvinnene  blir økonomisk uavhengige, får full adgang til å delta i samfunnslivet og får makt over egen kropp og seksualitet.",Integration,FAVOR
nor: Progress Party,"Fremskrittspartiet tar sterk avstand fra forskjellsbehandling av mennesker basert på  rase, kjønn, religion eller etnisk opprinnelse.",Integration,FAVOR
nor: Progress Party,. Kommunen forplikter seg til å følge opp flyktningene slik at de blir integrert i lokalsamfunnet.,Integration,FAVOR
nor: Socialist Left Party,"SV vil  arbeide for bedre arbeidsmarkedstiltak rettet mot  kvinner med minoritetsbakgrunn,",Integration,FAVOR
nor: Norwegian Labour Party,"Vi vil styrke samenes muligheter til å fungere som ett folk på tvers av landegrensene,",Integration,FAVOR
nor: Liberal Party,Innvandrerkvinner er en utsatt gruppe som trenger særlig oppmerksomhet og støtte for å kunne ta del i integreringsprosessen.,Integration,FAVOR
nor: Socialist Left Party,"SV arbeider for at de offentlige institusjonene legger bedre til rette for personer med etnisk minoritetsbakgrunn, blant annet gjennom språk– og informasjonstiltak, en bredere ansettelsespolitikk og mer tilrettelagte tilbud.",Integration,FAVOR
nor: Christian People’s Party,De møter ofte spesielle utfordringer som fullverdige medlemmer av to kulturer samtidig.,Integration,FAVOR
nor: Christian People’s Party,. Trafficking har brakt mange fattige og sårbare kvinner til Norge,Immigration,NONE
nor: Christian People’s Party,Et overordnet mål i flyktningpolitikken må være å sørge for beskyttelse til dem som trenger det.,Immigration,FAVOR
nor: Christian People’s Party,"Alle mennesker, uavhengig av opprinnelse og kjønn, skal ha like muligheter, rettigheter og plikter til å delta i samfunnet.",Integration,FAVOR
nor: Centre Party,og fungerer også som sosiale institusjoner og kulturbærere.,Integration,FAVOR
nor: Christian People’s Party,Mennesker beveger seg i større grad over landegrenser enn før.,Immigration,AGAINST
nor: Christian People’s Party,Vellykket integrering og inkludering bygger på respekt for ulike kulturer og livssyn.,Integration,FAVOR
nor: Christian People’s Party,Minoritetskvinner kan bli utsatt for en dobbel diskriminering både på bakgrunn av kjønn og etnisitet.,Integration,FAVOR
nor: Socialist Left Party,"SV er mot å forby klesdrakter eller kleskoder som uttrykker kulturell, sosial eller religiøs tilhørighet.",Integration,FAVOR
nor: Socialist Left Party,"SV vil arbeide for større aksept for lesbiske, homofile, bifile og transpersoner i etniske minoritetsmiljøer og religiøse miljøer, blant annet gjennom holdningsskapende arbeid.",Integration,FAVOR
nor: Centre Party,Senterpartiet er mot Schengenavtalen.,Immigration,AGAINST
nor: Norwegian Labour Party,Det er over 40 millioner flyktninger i verden,Immigration,NONE
nor: Christian People’s Party,Enslige mindreårige asylsøkere og flyktninger er i en spesielt vanskelig situasjon.,Immigration,NONE
nor: Progress Party,Norsk kultur lever i naturlig samvær  med andre kulturer og trenger derfor ikke  egne stimuli for å ta opp i seg nye impulser  – de blir best tatt imot når de ikke blir forsert inn.,Integration,AGAINST
nor: Conservative Party,"a t personer som får opphold som asylsøker eller på grunn av sterkt menneskelige hensyn, skal ha vært i arbeid eller utdannelse i minst fire år før de kan søke om familieetablering.",Immigration,AGAINST
nor: Norwegian Labour Party,"gi tilbud om sommerskole, inkludert fritidsaktiviteter, for barn i områder med mange minoritetsspråklige familier",Integration,FAVOR
nor: Norwegian Labour Party,"etablere kompetansemottak for asylsøkere og flyktninger med traumatiske opplevelser bak seg, slik at de kan gis et godt behandlingstilbud.",Immigration,FAVOR
nor: Progress Party,"Hvis søker  er gift med norsk borger, er kravet om botid  minimum 5 år.",Integration,AGAINST
nor: Norwegian Labour Party,videreutvikle det nordiske forsvarssamarbeidet,Immigration,NONE
nor: Socialist Left Party,. Barns oppholdstid skal særlig vektlegges.,Integration,FAVOR
nor: Centre Party,At norsk flyktning- og asylpolitikk skal bygge på våre internasjonale forpliktelser og anbefalinger fra FNs høykommissær for flyktninger.,Immigration,FAVOR
nor: Conservative Party,"av hensyn til den enkelte asylsøker, dennes familie og integreringen i det norske samfunnet bør behandlingen av alle søknader skje så raskt som mulig.",Immigration,FAVOR
nor: Progress Party,Det betyr at Norge er attraktivt  for menneskesmuglere.,Immigration,AGAINST
nor: Norwegian Labour Party,Norge har et moralsk ansvar for mennesker i nød,Immigration,FAVOR
nor: Progress Party,beg    rense familieinnvandringsordningen til ektefelle over 24 år,Integration,AGAINST
nor: Progress Party,", men må kombineres med en god integreringspolitikk",Integration,FAVOR
nor: Conservative Party,e tablere en egen returpolitikk som fører til raskere utsendelse av grunnløse asylsøkere og personer som oppholder seg ulovlig i norge.,Immigration,AGAINST
nor: Progress Party,"En persons egenskaper er knyttet til det  enkelte menneske, ikke til hudfarge, religi-on eller opprinnelse.",Integration,FAVOR
nor: Norwegian Labour Party,legge til rette for økt arbeidsinnvandring,Immigration,FAVOR
nor: Christian People’s Party,"KrF er opptatt av at personer som tilhører nasjonale minoriteter, skal kunne delta i samfunnslivet på lik linje med andre",Integration,FAVOR
nor: Centre Party,at staten i sterkere grad skal følge opp det grunnlovsfesta ansvaret for samisk språk og kultur.,Integration,FAVOR
nor: Norwegian Labour Party,Arbeiderpartiet mener at dette er en grunnleggende positiv utvikling.,Integration,FAVOR
nor: Conservative Party,samarbeide med innvandrerorganisasjoner og kulturelle og religiøse samfunn for å sikre at enkeltgrupper ikke faller utenfor i det norske samfunnet.,Integration,FAVOR
